料號;TAG3;TAG9;TAG10;TAG4;TAG8;TAG5
ES-730VS-C6-V2206Z-06E;CPV1050B/M730VS/SJ-V22-06ZT(F);;三菱M730VS-M控制器/15"全鍵縱置(KB047)-HF354S*2 HF354BS*1;5tSPCC;;ES-730VS-C6-V2206Z-06E
ES-80LB-C2B-01;M80L TYPE B/10.4" LCD/ECFA專用部品;;三菱M80L B包控制器單元/鍵盤/IO卡;;;ES-80LB-C2B-01
ES-80LB-C2B-D26_F-23J;CPL3518/M80L TYPE B/SJ-D26_80-01-C(FLANGE)/10.4" LCD;;三菱M80L B包控制器/HG453BS 603S/MDS-E-CV+SP+V2;;;ES-80LB-C2B-D26_F-23J
ES-80LB-C2B-DG11_10K-01A;CPL158/M80L TYPE B/SJ-DG11_100-03T/10.4" LCD;;三菱M80L B包控制器/HF154BS 154S/MDS-DM2-SPV3-16080;;;ES-80LB-C2B-DG11_10K-01A
ES-80LB-C2B-DG11_10K-21A;CPL158/M80L TYPE B/SJ-DG11_100-03T/10.4" LCD;;三菱M80L B包控制器/HG154BS 154S/MDS-EM-SPV3-16080;;;ES-80LB-C2B-DG11_10K-21A
ES-80LB-C2B-V2209Z_DJ55_12K-23B;CPL-30MC/M80L TYPE B/SJ-V22-09ZT/10.4" LCD;;三菱M80L B包控制器/SJ-V22-09ZT(M)+SJ-DJ5.5/120-02 HG303BS-D51 303S-D51/MDS-E-CV+SP+EJ-SP+EJ-V1;;;ES-80LB-C2B-V2209Z_DJ55_12K-23B
ES-80LB-C2-D15_8K-02A;CPL208/M80L TYPE B/SJ-D15_80-01-C/10.4" LCD;;三菱M80L B包控制器/HF303BS 303S/MDS-DM2-SPV2-20080;;;ES-80LB-C2-D15_8K-02A
ES-80LB-C2-D15_8K-22A;CPL208/M80L TYPE B/SJ-D15_80-01-C/10.4" LCD;;三菱M80L B包控制器/HG303BS 303S/MDS-EM-SPV3-20080;;;ES-80LB-C2-D15_8K-22A
ES-80LB-C2-V1501Z-02A;CPL208/M80L TYPE B/SJ-V15-01ZT/10.4" LCD;;三菱M80L B包控制器/HF303BS 303S/MDS-DM2-SPV2-20080;;;ES-80LB-C2-V1501Z-02A
ES-80LB-C2-V1501Z-22A;CPL208/M80L TYPE B/SJ-V15-01ZT/10.4" LCD;;三菱M80L B包控制器/HG303BS-D48 303S-D48/MDS-EM-SPV2-20080;;;ES-80LB-C2-V1501Z-22A
ES-80LB-C2-V2601-03A;CPL3510/M80L TYPE B/SJ-V26-01T(M)/10.4" LCD;;三菱M80L B包控制器/HF303BS 303S/MDS-D2-CV+SP DJ-V1;;;ES-80LB-C2-V2601-03A
ES-80LB-C2-V2601-23A;CPL3510/M80L TYPE B/SJ-V26-01T(M)/10.4" LCD;;三菱M80L B包控制器/HG303BS 303S/MDS-E-CV+SP EJ-V1;;;ES-80LB-C2-V2601-23A
ES-80LB-C2-V3701-23A;CPL3010/M80L TYPE B/SJ-V37-01T(M)/10.4" LCD;;三菱M80L B包控制器/HG303BS 303S/MDS-E-CV+SP EJ-V1;;;ES-80LB-C2-V3701-23A
ES-80LB-NONC-V2209Z_DJ55_12K-23B;CPL-30MC/SJ-V22-09ZT/無控制器;;三菱SJ-V22-09ZT(M)+SJ-DJ5.5/120-02 HG303BS-D51 303S-D51/MDS-E-CV+SP+EJ-SP+EJ-V1;;;ES-80LB-NONC-V2209Z_DJ55_12K-23B
ES-80MA-C2A-D15_8K-25P;CPV1100/M80/SJ-D15_80-01-C;;三菱M80 A包控制器/10.4"-HG204S*2,303S*1;5tSPCC;;ES-80MA-C2A-D15_8K-25P
ES-80MA-C2A-D15_8K-26K;CNV1300/M80/SJ-D15_80-01C;;三菱M80/10.4"+KB047-HF303S*3;5tSPCC;;ES-80MA-C2A-D15_8K-26K
ES-80MA-C2A-DG11_10K-25J;CNV850/M80/SJ-DG11_100-03T;;三菱M80 A包控制器/10.4"-HG204S-D48*2,303BS-D48*1;5tSPCC;;ES-80MA-C2A-DG11_10K-25J
ES-80MA-C2A-DG11_10K-25P;CNV1100/M80/SJ-DG11_100-03T;;三菱M80 A包控制器/10.4"-HG204S-D48*2,303S-D48*1;5tSPCC;;ES-80MA-C2A-DG11_10K-25P
ES-80MA-C2A-DG11_10K-26K;CNV1300/M80/SJ-DG11_100-03T;;三菱M80/10.4"+KB047-HF303S*3;5tSPCC;;ES-80MA-C2A-DG11_10K-26K
ES-80MA-C2A-DG11_12K14T-25J;CNV850/M80/SJ-DG11_120-14T;;三菱M80 A包控制器/10.4"-HG204S*2,303BS*1;5tSPCC;;ES-80MA-C2A-DG11_12K14T-25J
ES-80MA-C2A-DG75_12K05T-25Q;CNV850/M80/SJ-DG7.5_120-05T;;三菱M80 A包控制器/10.4"-HG204S*2,303BS*1;5tSPCC;;ES-80MA-C2A-DG75_12K05T-25Q
ES-80MA-C2A-DG75_12K09T-25J;CNV850/M80/SJ-DG7.5_120-09T;;三菱M80 A包控制器/10.4"-HG204S*2,303BS*1;5tSPCC;;ES-80MA-C2A-DG75_12K09T-25J
ES-80MA-C2A-DG75_12K-25J;CNV850/M80/SJ-DG7.5_120-05T;;三菱M80 A包控制器/10.4"-HG204S*2,303BS*1;5tSPCC;;ES-80MA-C2A-DG75_12K-25J
ES-80MA-C2A-V7514Z_15K-25J;CNV850/M80/SJ-V7.5-14ZT-S02;;三菱M80 A包控制器/10.4"-HG204S-D48*2,303BS-D48*1;5tSPCC;;ES-80MA-C2A-V7514Z_15K-25J
ES-80MA-C2A-VK1528FZ-25J;CNV1050/M80/SJ-VK15-28FZT;;三菱M80 A包控制器/10.4"-HG204S-D48*2,303BS-D48*1;5tSPCC;;ES-80MA-C2A-VK1528FZ-25J
ES-80MA-C2A-VK1528FZ-26N;CPV-1050B/M80/SJ-VK15-28FZT;;三菱M80 A包控制器/10.4"/HG-303S-D48*3;5tSPCC;;ES-80MA-C2A-VK1528FZ-26N
ES-80MA-C2A-VK1528FZ-29F;NV-1020/M80/SJ-VK15-28FZT;;三菱M80 A包控制器/10.4"/HG-303S-D48*2,HG-453BS-D48*1;5tSPCC;;ES-80MA-C2A-VK1528FZ-29F
ES-80MA-C2A-VK1528FZ-29G;NV-1020/M80/SJ-VK15-28FZT/CV+SP+V1+V2;;三菱M80 A包控制器/10.4"/CV+SP+V1+V2/HG-303S-D48*2,HG-453BS-D48*1;5tSPCC;;ES-80MA-C2A-VK1528FZ-29G
ES-80MA-C2A-VK1528FZ-29N;CPV-1050B/M80/SJ-VK15-28FZT;;三菱M80 A包控制器/10.4"/HG-303S-D48*3;5tSPCC;;ES-80MA-C2A-VK1528FZ-29N
ES-80MA-C2A-VKS1528FZ-29F;NV-1020/M80/SJ-VKS15-28FZT;;三菱M80 A包控制器/10.4"/HG-303S-D48*2,HG-453BS-D48*1;5tSPCC;;ES-80MA-C2A-VKS1528FZ-29F
ES-80MA-C2A-VKS3016Z-29F;NV-1280/M80/SJ-VKS3016ZT;;三菱M80 A包控制器/10.4"/HG-303S-D48*2,HG-453BS-D48*1;5tSPCC;;ES-80MA-C2A-VKS3016Z-29F
ES-80MA-C2A-VKS3016Z-29G;NV-1280/M80/SJ-VKS3016ZT;;三菱M80 A包控制器/10.4"/HG-303S-D48*2,HG-453BS-D48*1;5tSPCC;;ES-80MA-C2A-VKS3016Z-29G
ES-80MA-C2A-VKS3016Z-29H;NV-1280/M80/SJ-VKS3016ZT;;三菱M80 A包控制器/10.4"/HG-303S-D48*2,HG-703BS-D48*1;5tSPCC;;ES-80MA-C2A-VKS3016Z-29H
ES-80MA-C2B-D15_8K-25P;CPV1100/M80/SJ-D15_80-01-C;;三菱M80 A包控制器/10.4"-HG204S*2,303S*1;5tSPCC;;ES-80MA-C2B-D15_8K-25P
ES-80MA-C2B-DG11_10K-05P;CPV1100/M80/SJ-DG11_100-03T;;三菱M80 A包控制器/10.4"-HF204S*2,303S*1;5tSPCC;;ES-80MA-C2B-DG11_10K-05P
ES-80MA-C2B-DG11_10K-25P;CPV1100/M80/SJ-DG11_100-03T;;三菱M80 A包控制器/10.4"-HG204S*2,303S*1;5tSPCC;;ES-80MA-C2B-DG11_10K-25P
ES-80MA-C2B-DG15_8K-25P;CPV1100/M80/SJ-DG15_80-01-C;;三菱M80 A包控制器/10.4"-HG204S*2,303S*1;5tSPCC;;ES-80MA-C2B-DG15_8K-25P
ES-80MA-C2-V1801Z-12;PV3216/M80/SJ-V18.5-01ZT;;三菱M80 A包控制器/10.4"-HF703S*1/HF453S*1/HF703BS*1;5tSPCC;;ES-80MA-C2-V1801Z-12
ES-80MA-C2-V1804Z-12;PV3216/M80/SJ-V18.5-04ZT;;三菱M80 A包控制器/10.4"-HF703S*1/HF453S*1/HF703BS*1;5tSPCC;;ES-80MA-C2-V1804Z-12
ES-80MA-C2-V2601Z-12;PV3216/M80/SJ-V26-01ZT-S04;;三菱M80 A包控制器/10.4"-HF703S*1/HF453S*1/HF703BS*1;5tSPCC;;ES-80MA-C2-V2601Z-12
ES-80MA-C2-V2601Z-32;PV3216/M80/SJ-V26-01ZT-S04;;三菱M80 A包控制器/10.4"-HF703S*1/HF453S*1/HF703BS*1;5tSPCC;;ES-80MA-C2-V2601Z-32
ES-80MA-C2-V2601Z-32B;PV3216/M80/SJ-V26-01ZT-S04;;三菱M80 A包控制器/10.4"-HF703S*1/HF453S*1/HF703BS*1;5tSPCC;;ES-80MA-C2-V2601Z-32B
ES-80MA-C7-D18_8K-32F;PV2216/M80/SJ-D18.5_80-01-C;;三菱M80 A包控制器/15"-HG603S*1/HG453S*1/HG603BS*1;5tSPCC;;ES-80MA-C7-D18_8K-32F
ES-80MA-C7-D26_8K-32F;PV2216/M80/SJ-D18.5_80-01-C;;三菱M80 A包控制器/15"-HG603S*1/HG453S*1/HG603BS*1;5tSPCC;;ES-80MA-C7-D26_8K-32F
ES-80MA-C7-DG11_10K-25P;CPV1100/M80/SJ-DG11_100-03T;;三菱M80 A包控制器/15"-HG204S*2,303S*1;5tSPCC;;ES-80MA-C7-DG11_10K-25P
ES-80MA-C7-V1804Z-32B;PV2216/M80/SJ-V18.5-04ZT;;三菱M80 A包控制器/15"-HG703S*1/HG453S*1/HG703BS*1;5tSPCC;;ES-80MA-C7-V1804Z-32B
ES-80MA-C7-V1804Z-32D;CR3015/M80/SJ-V18.5-04ZT;;三菱M80 A包控制器/15"-HF703S,HF703S,HF453BS;5tSPCC;;ES-80MA-C7-V1804Z-32D
ES-80MA-C7-V1804Z-32F;PV2216/M80/SJ-V18.5_80-01-C;;三菱M80 A包控制器/15"-HG603S*1/HG453S*1/HG603BS*1;5tSPCC;;ES-80MA-C7-V1804Z-32F
ES-80MA-C7-V2206Z-32D;CR3015/M80/SJ-V22-06ZT;;三菱M80 A包控制器/15"-HF703S,HF703S,HF453BS;5tSPCC;;ES-80MA-C7-V2206Z-32D
ES-80MA-C7-VK1528FZ-29F;NV-1280/M80/SJ-VK15-28FZT;;三菱M80 A包控制器/15"/HG-303S-D48*2,HG-453BS-D48*1;5tSPCC;;ES-80MA-C7-VK1528FZ-29F
ES-80MA-C7-VKS1528FZ-29F;NV-1020/M80/SJ-VKS15-28FZT;;三菱M80 A包控制器/15"/HG-303S-D48*2,HG-453BS-D48*1;5tSPCC;;ES-80MA-C7-VKS1528FZ-29F
ES-80MA-C7-VKS2609FZ-25K;CPV750/M80/SJ-VKS26-09FZT;;三菱M80 A包控制器/15"/HG-204S-D48*2,HG-3033BS-D48*1;5tSPCC;;ES-80MA-C7-VKS2609FZ-25K
ES-80MA-C7-VKS3016Z-29H;NV-1280/M80/SJ-VKS3016ZT;;三菱M80 A包控制器/15"/HG-303S-D48*2,HG-703BS-D48*1;5tSPCC;;ES-80MA-C7-VKS3016Z-29H
ES-80MA-D11_10K-05J;CNV850/M80/SJ-D11_100-01;;三菱M80 A包控制器/8.4"-HF204S*2,303BS*1;5tSPCC;;ES-80MA-D11_10K-05J
ES-80MA-D11_10K-05P;CPV1100/M80/SJ-D11_100-01;;三菱M80 A包控制器/8.4"-HF204S*2,303S*1;5tSPCC;;ES-80MA-D11_10K-05P
ES-80MA-D11_10K-06K;CNV1300/M80/SJ-D11_100-01;;三菱M80 A包控制器/8.4"-HF303S*3;5tSPCC;;ES-80MA-D11_10K-06K
ES-80MA-D11_8K-06K;CNV1300/M80/SJ-D11_80-01;;三菱M80 A包控制器/8.4"-HF303S*3;5tSPCC;;ES-80MA-D11_8K-06K
ES-80MA-DG11_10K-05J;CNV850/M80/SJ-DG11_100-03T;;三菱M80 A包控制器/8.4"-HF204S*2,303BS*1;5tSPCC;;ES-80MA-DG11_10K-05J
ES-80MA-DG11_10K-05P;CPV1100/M80/SJ-DG11_100-03T;;三菱M80 A包控制器/8.4"-HF204S*2,303S*1;5tSPCC;;ES-80MA-DG11_10K-05P
ES-80MA-DG11_10K-06K;CNV1300/M80/SJ-DG11_100-03T;;三菱M80 A包控制器/8.4"-HF303S*3;5tSPCC;;ES-80MA-DG11_10K-06K
ES-80MA-DG11_10K-06M;CNV1300/M80/SJ-DG11/100-03T;;三菱M80 A包控制器/8.4"-HF303S*2+HF-703BS*1;5tSPCC;;ES-80MA-DG11_10K-06M
ES-80MA-DG11_10K-25J;CNV850/M80/SJ-DG11_100-03T;;三菱M80 A包控制器/8.4"-HG204S-D48*2,303BS-D48*1;5tSPCC;;ES-80MA-DG11_10K-25J
ES-80MA-DG11_10K-25P;CPV1100/M80/SJ-DG11_100-03T;;三菱M80 A包控制器/8.4"-HG204S*2,303S*1;5tSPCC;;ES-80MA-DG11_10K-25P
ES-80MA-DG11_10K-25S;CNV1100/M80/SJ-DG11_100-03T;;三菱M80 A包控制器/8.4"-HG204S*2,453BS*1;5tSPCC;;ES-80MA-DG11_10K-25S
ES-80MA-DG11_10K-26K;CNV1300/M80/SJ-DG11_100-03T;;三菱M80 A包控制器/8.4"-HF303S*3;5tSPCC;;ES-80MA-DG11_10K-26K
ES-80MA-DG11_10K-26M;CNV1300/M80/SJ-DG11/100-03T;;三菱M80 A包控制器/8.4"-HG303S*2+HG-703BS*1;5tSPCC;;ES-80MA-DG11_10K-26M
ES-80MA-DG11_12K14T-25J;CNV850/M80/SJ-DG11_120-14T;;三菱M80 A包控制器/8.4"-HG204S*2,303BS*1;5tSPCC;;ES-80MA-DG11_12K14T-25J
ES-80MA-DG11_12K-25J;CNV850/M80/SJ-DG11_120-03T;;三菱M80 A包控制器/8.4"-HG204S-D48*2,303BS-D48*1;5tSPCC;;ES-80MA-DG11_12K-25J
ES-80MA-DG75_12K-05Q;CNV850/M80/SJ-DG7.5_120-05T;;三菱M80 A包控制器/8.4"-HG204S*2,303BS*1;5tSPCC;;ES-80MA-DG75_12K-05Q
ES-80MA-DG75_12K09T-25Q;CNV850/M80/SJ-DG7.5_120-09T;;三菱M80 A包控制器/8.4"-HG204S*2,303BS*1;5tSPCC;;ES-80MA-DG75_12K09T-25Q
ES-80MA-DG75_12K-25J;CNV850/M80/SJ-DG7.5_120-05T;;三菱M80 A包控制器/10.4"-HG204S*2,303BS*1;5tSPCC;;ES-80MA-DG75_12K-25J
ES-80MA-DG75_15K-25J;CNV850/M80/SJ-V7.5-14ZT-S02;;三菱M80 A包控制器/8.4"-HG204S-D48*2,303BS-D48*1;5tSPCC;;ES-80MA-DG75_15K-25J
ES-80MA-V1501Z-25F;CPV900/M80A/SJV15-01ZT;;三菱M80 A包控制器/8.4"-HG204S*2/HG303*1;5tSPCC;;ES-80MA-V1501Z-25F
ES-80MA-V1804A-25R;CNV-1100/M80/SJ-V18.5-04ZT;;三菱M80 A包控制器/8.4"-HF204S*2/HF303S*1;5tSPCC;;ES-80MA-V1804A-25R
ES-80MA-V1804Z-25R;CNV-1100/M80/SJ-V18.5-04ZT;;三菱M80 A包控制器/8.4"-HF204S*2/HF303S*1;5tSPCC;;ES-80MA-V1804Z-25R
ES-80MA-V2205Z-06N;CPV1400B/M80/SJ-V22-05ZT;;三菱M80/8.4"-三軸HG354S;5tSPCC;;ES-80MA-V2205Z-06N
ES-80MA-V2206Z-06E;CQV900/M80/SJ-V22-06ZT;;三菱M80 A包控制器/8.4"-HF354S*2,354BS*1;5tSPCC;;ES-80MA-V2206Z-06E
ES-80MA-V2206Z-26J;CNV1300/M80/SJ-V22-06ZT;;三菱M80 A包控制器/8.4"-HG303S*3;5tSPCC;;ES-80MA-V2206Z-26J
ES-80MA-V7514Z_15K-25J;CNV850/M80/SJ-V7.5-14ZT-S02;;三菱M80 A包控制器/8.4"-HG204S-D48*2,303BS-D48*1;5tSPCC;;ES-80MA-V7514Z_15K-25J
ES-80MA-VK1528FZ-29F;NV-1020/M80/SJ-VK15-28FZT;;三菱M80 A包控制器/8.4"/HG-303S-D48*2,HG-453BS-D48*1;5tSPCC;;ES-80MA-VK1528FZ-29F
ES-80MA-VK1528FZ-32E;CR-3015/M80/SJ-VK15-28FZT;;三菱M80 A包控制器/8.4"/HG-453S,453S,453BS-D48;5tSPCC;;ES-80MA-VK1528FZ-32E
ES-80MA-VKS1528FZ-29F;NV-1020/M80/SJ-VKS15-28FZT;;三菱M80 A包控制器/8.4"/HG-303S-D48*2,HG-453BS-D48*1;5tSPCC;;ES-80MA-VKS1528FZ-29F
ES-80MVA-C2A-D15_8K-26K;CNV1300/M80V/SJ-D15_80-01C;;三菱M80V/10.4"+KB047-HF303S*3;5tSPCC;;ES-80MVA-C2A-D15_8K-26K
ES-80MVA-C2A-DG11_10K-25J;CNV850/M80V/SJ-DG11_100-03T;;三菱M80V A包控制器/10.4"-HG204S-D48*2,303BS-D48*1;5tSPCC;;ES-80MVA-C2A-DG11_10K-25J
ES-80MVA-C2A-DG11_10K-25P;CNV850/M80V/SJ-DG11_100-03T;;三菱M80V A包控制器/10.4"-HG204S-D48*2,303S-D48*1;5tSPCC;;ES-80MVA-C2A-DG11_10K-25P
ES-80MVA-C7-D26_8K-32F;PV2216/M80V/SJ-D18.5_80-01-C;;三菱M80V A包控制器/15"-HG603S*1/HG453S*1/HG603BS*1;5tSPCC;;ES-80MVA-C7-D26_8K-32F
ES-80MVA-C7-VKS3016Z-29H;NV-1280/M80V/SJ-VKS3016ZT;;三菱M80V A包控制器/15"/HG-303S-D48*2,HG-703BS-D48*1;5tSPCC;;ES-80MVA-C7-VKS3016Z-29H
ES-828-280DNOSP-05E-01;CPV1100/828D PPU280/無主軸(搭配GTW 369-0083-100);;西門子828D控制器-三軸1FK7100/7100/7083煞,內冷;;;ES-828-280DNOSP-05E-01
ES-828D-260-8103G_12K-04C;CPV550/828D PPU260/1PH8103G_12K;;西門子828D控制器-三軸1FK7063/7063/7083煞,外冷;;;ES-828D-260-8103G_12K-04C
ES-828D-260-8103MH_18K-04C;CPV550/828D PPU260/1PH8103M_18K中空;;西門子828D控制器-三軸1FK7063/7063/7083煞;;;ES-828D-260-8103MH_18K-04C
ES-828D-260-8105F_12K-04C;CPV550/828D PPU260/1PH8105F_12K;;西門子828D控制器-三軸1FK7063/7063/7083煞,Combi;;;ES-828D-260-8105F_12K-04C
ES-828D-260-8107F_12K-05A;CPV1100/828D PPU260/1PH8107F_12K;;西門子828D控制器-三軸1FK7100/7100/7083,內冷;;;ES-828D-260-8107F_12K-05A
ES-828D-260-8107F_12K-05B;CPV1100/828D PPU260/1PH8107F_12K;;西門子828D控制器-三軸1FK7100/7100/7083,外冷;;;ES-828D-260-8107F_12K-05B
ES-828D-260A-8103F_12K-04C;CPV550/828D PPU260/1PH8103F_12K;;西門子828D控制器-三軸1FK7063/7063/7083煞,Combi;;;ES-828D-260A-8103F_12K-04C
ES-828D-260A-8105F_12K-04C;CPV550/828D PPU260/1PH8105F_12K;;西門子828D控制器-三軸1FK7063/7063/7083煞,Combi;;;ES-828D-260A-8105F_12K-04C
ES-828D-260A-8107F_12K-05H;CNV1300/828D PPU260/1PH8107F_12K;;西門子828D控制器-三軸1FK7100/7100/7100煞,外冷;;;ES-828D-260A-8107F_12K-05H
ES-828D-260A-8135F_8K-06A;CPV1600/828D PPU260/1PH8135F_8K;;西門子828D控制器-三軸1FK7101/7101/7101煞,內冷;;;ES-828D-260A-8135F_8K-06A
ES-828D-260B-8107F_12K-04C;CPV750/828D PPU260/1PH8107F_12K;;西門子828D控制器-三軸1FK7063/7063/7083煞,Combi;;;ES-828D-260B-8107F_12K-04C
ES-828D-260E-8107F_12K-05C;CPV1300/828D PPU26縱置/8107-1DF02-1CA1_12K;;西門子828D控制器-三軸1FK7101/7101/7100_2K,外冷;;;ES-828D-260E-8107F_12K-05C
ES-828D-260E-8107FH_12K-05C;CPV1300/828D PPU260/8107FH_12K中空/光學尺;;西門子828D控制器-三軸1FK7101/7101/7100_2K,外冷;;;ES-828D-260E-8107FH_12K-05C
ES-828D-261B1-8133F_8K-28C;CPV2200B/828D PPU26橫置/MINI手輪/8133-1DF02-1CA1_8K;;西門子828D控制器-三軸1FT7108/T7108/K7103_2K,內冷,新AMP;;;ES-828D-261B1-8133F_8K-28C
ES-828D-261C-8133D_8K-06A;CPV1600/828D PPU261/1PH8133D_8K;;西門子828D控制器-三軸1FK7101/7101/7101煞,內冷;;;ES-828D-261C-8133D_8K-06A
ES-828D-261E-8133F-2_8K-06E;CPV1600B/828D PPU26橫置/8133-1DF02-2CA1_8K;;西門子828D控制器-三軸1FK7103/7103/7101_2K,外冷;;;ES-828D-261E-8133F-2_8K-06E
ES-828D-261F-8135F_8K-06A;CPV1600/828D PPU260/1PH8135F_8K;;西門子828D控制器-三軸1FK7101/7101/7101煞,內冷;;;ES-828D-261F-8135F_8K-06A
ES-828D-261H-8137F_8K-06A;CPV1600/828D PPU261/1PH8137F_8K;;西門子828D控制器-三軸1FK7101/7101/7101煞,內冷;;;ES-828D-261H-8137F_8K-06A
ES-828D-261H-8137F_8K-06A-01;CPV1600/828D PPU261/1PH8137F_8K;;西門子828D控制器-三軸1FK7101/7101/7101煞,內冷;;;ES-828D-261H-8137F_8K-06A-01
ES-828D-261H-8137F_8K-06F-01;CPV1600/828D PPU261/1PH8137F_8K;;西門子828D控制器-三軸1FK7101/7103/7101煞,內冷,第4軸1FK7083煞,內冷;;;ES-828D-261H-8137F_8K-06F-01
ES-828D-261I-8137F_8K-06A-01;CPV1600B/828D PPU261/1PH8137F_8K;;西門子828D控制器-三軸1FK7101/7101/7101煞,內冷,含第四軸驅動器無馬達;;;ES-828D-261I-8137F_8K-06A-01
ES-828D-27H2602-8131F-1_8K-26A;CPV-1600B/828D PPU27 SW26/10.4"橫置/8131F-1_8K;;西門子828D控制器/1FK7101,7101,7101B_2K,內冷,新AMP;;;ES-828D-27H2602-8131F-1_8K-26A
ES-828D-27V2401-8107F_12K-05L-01;CNV-1300/828D PPU27 SW24/10.4"縱置/1PH8107F_12K/學校專案;;西門子828D/三軸1FK7100_3K,7100_3K,7100_3K,內冷,新AMP;;;ES-828D-27V2401-8107F_12K-05L-01
ES-828D-27V2401-8107F_12K-05M-01;CNV-850/828D PPU27 SW24/10.4"縱置/1PH8107F_12K/學校專案;;西門子828D/三軸1FK7083_3K,7083_3K,7101_3K煞,Combi;;;ES-828D-27V2401-8107F_12K-05M-01
ES-828D-27V2601-8103MH_18K-04F-01;CNV-850/828D PPU27 SW26/10.4"縱置/1PH8103M_18K中空;;西門子828D/三軸1FK2206_3K,2206_3K,2208_2K煞,Combi;;;ES-828D-27V2601-8103MH_18K-04F-01
ES-828D-280-8103F_12K-04C;CPV550/828D PPU280/1PH8103F_12K;;西門子828D控制器-三軸1FK7063/7063/7083煞,Combi;;;ES-828D-280-8103F_12K-04C
ES-828D-280-8103MH_18K-04C-01;CPV550/828D PPU280/1PH8103M_18K中空/光學尺;;西門子828D控制器-四軸1FK7063/7063/7083煞/7042;;;ES-828D-280-8103MH_18K-04C-01
ES-828D-280A-8103MH_18K-04C;CPV750/828D PPU280/1PH8103M_18K中空;;西門子828D控制器-三軸1FK7063/7063/7083煞;;;ES-828D-280A-8103MH_18K-04C
ES-828D-280D-NOSP-05A-01;CPV1100/828D PPU280/無主軸(搭配GTW 369-0083-100);;西門子828D控制器-三軸1FK7100/7100/7083,內冷;;;ES-828D-280D-NOSP-05A-01
ES-828D-280D-NOSP-05E-01;CPV1100/828D PPU280/無主軸(搭配GTW 369-0083-100);;西門子828D控制器-三軸1FK7100/7100/7083煞,內冷;;;ES-828D-280D-NOSP-05E-01
ES-828D-281-8137F_8K-06A;CPV1600/828D PPU281/1PH8137F_8K;;西門子828D控制器-三軸1FK7101/7101/7101煞,內冷;;;ES-828D-281-8137F_8K-06A
ES-828D-281-8137F_8K-06B;CPV1600/828D PPU281/1PH8137F_8K;;西門子828D控制器-三軸1FK7101/7101/7101煞,外冷;;;ES-828D-281-8137F_8K-06B
ES-828D-281B-8133GH_15K-06A;CPV1600/828D PPU281/1PH8133G_15K(中空);;西門子828D控制器-三軸1FK7101/7101/7101煞,內冷;;;ES-828D-281B-8133GH_15K-06A
ES-828D-281B-8137F_8K-06A;CPV1600/828D PPU281/1PH8137F_8K;;西門子828D控制器-三軸1FK7101/7101/7101煞,內冷;;;ES-828D-281B-8137F_8K-06A
ES-828D-281D-NOSP-06F-01;CPV1800/828D PPU280/無主軸(搭配GTW 369-0083-100);;西門子828D控制器-三軸1FK7101/7103/7101煞,內冷;;;ES-828D-281D-NOSP-06F-01
ES-828D-290A-8133F_8K-32D-01;PV3221/828D PPU29 15吋縱置/8133-1DF02-1CA1_8K;;西門子828D控制器-三軸1FK7105/7101/7105煞,新內冷;;;ES-828D-290A-8133F_8K-32D-01
ES-828D-29V2602-8103MH_18K-04C-01;CNV-750/828D PP29 SW26/15"縱置/1PH8103M_18K中空;;西門子828D/三軸1FK7063_3K,7063_3K,7083_3K煞,Combi;;;ES-828D-29V2602-8103MH_18K-04C-01
ES-828D-K270A-3105G_12K-04E;CNV-1050/828D PPU27縱置 SW24/1PH3105G_12K;;西門子828D控制器-1FK2306,2306,2208煞_2K,COMBI;;;ES-828D-K270A-3105G_12K-04E
ES-828D-K270B-8131F_10K-05K;CQV-900/828D PPU27縱置 SW26/1PH8131F_10K;;西門子828D控制器-1FK2208,2208,2210煞_2K,COMBI;;;ES-828D-K270B-8131F_10K-05K
ES-828D-K270B-8131F_10K-05K-01;CQV-900/828D PPU27縱置 SW26/1PH8131F_10K;;西門子828D控制器-1FK2208,2208,2210煞_2K,COMBI;;;ES-828D-K270B-8131F_10K-05K-01
ES-828D-K271B-8137F_8K-06F-01;CPV1800B/828D PPU271/1PH8137F_8K;;西門子828D控制器-三軸1FK7101/7103/7101煞,內冷;;;ES-828D-K271B-8137F_8K-06F-01
ES-828T-261A-8107F_9K-01D;CPL158/828D PPU261/1PH8107F_9K;;西門子828D控制器-二軸1FK7060煞/7060,外冷;;;ES-828T-261A-8107F_9K-01D
ES-828T-261A-8131F_8K-02B;CPL208/828D PPU261/1PH8131F_8K;;西門子828D控制器-二軸1FK7063煞/7063,外冷;;;ES-828T-261A-8131F_8K-02B
ES-828T-261A-8137FT_8K-03B;CPL30/828D PPU261/1PH8137F_8K(腳座);;西門子828D控制器-二軸1FK7083煞/7083,外冷;;;ES-828T-261A-8137FT_8K-03B
ES-828T-261B-8107F_9K-01D;CPL158/828D PPU261 MINI手輪/1PH8107F_9K;;西門子828D控制器-二軸1FK7060煞/7060,外冷;;;ES-828T-261B-8107F_9K-01D
ES-828T-261B-8131F_8K-02B;CPL208/828D PPU261 MINI手輪/1PH8131F_8K;;西門子828D控制器-二軸1FK7063煞/7063,外冷;;;ES-828T-261B-8131F_8K-02B
ES-828T-261B-8131FT_8K-02B;CPL208/828D PPU261/1PH8131F_8K(腳座);;西門子828D控制器-二軸1FK7063煞/7063,外冷;;;ES-828T-261B-8131FT_8K-02B
